technique_id,name,phases,platforms,permissions,mitre_tactic_score
T1499,Endpoint Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,5
T1480.001,Environmental Keying,defense-evasion,"Linux,macOS,Windows",User,3
T1611,Escape to Host,privilege-escalation,"Windows,Linux,Containers","Administrator,User,root",5
T1585,Establish Accounts,resource-development,PRE,,1
T1546,Event Triggered Execution,"privilege-escalation,persistence","Linux,macOS,Windows",,5
T1098.002,Exchange Email Delegate Permissions,persistence,"Windows,Office 365",Administrator,3
T1574.005,Executable Installer File Permissions Weakness,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User",5
T1480,Execution Guardrails,defense-evasion,"Linux,macOS,Windows",User,3
T1048,Exfiltration Over Alternative Protocol,exfiltration,"Linux,macOS,Windows",,4
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",,4
T1011.001,Exfiltration Over Bluetooth,exfiltration,"Linux,macOS,Windows",,4
T1041,Exfiltration Over C2 Channel,exfiltration,"Linux,macOS,Windows",,4
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",,4
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",,4
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",,4
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",,4
T1567,Exfiltration Over Web Service,exfiltration,"Linux,macOS,Windows",,4
T1052.001,Exfiltration over USB,exfiltration,"Linux,macOS,Windows",,4
T1567.002,Exfiltration to Cloud Storage,exfiltration,"Linux,macOS,Windows",,4
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows",,4
T1190,Exploit Public-Facing Application,initial-access,"Windows,IaaS,Network,Linux,macOS,Containers",,5
T1203,Exploitation for Client Execution,execution,"Linux,Windows,macOS",,3
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS",User,4
T1211,Exploitation for Defense Evasion,defense-evasion,"Linux,Windows,macOS",User,3
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Linux,macOS,Windows,Containers",User,5
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS",User,4
T1587.004,Exploits,resource-development,PRE,,1
T1588.005,Exploits,resource-development,PRE,,1
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",,5
T1090.002,External Proxy,command-and-control,"Linux,macOS,Windows",,4
T1133,External Remote Services,"persistence,initial-access","Windows,Linux,Containers,macOS",User,5
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,,5
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS",,4
T1568.001,Fast Flux DNS,command-and-control,"Linux,macOS,Windows",,4
T1070.004,File Deletion,defense-evasion,"Linux,macOS,Windows",User,3
T1071.002,File Transfer Protocols,command-and-control,"Linux,macOS,Windows",,4
T1083,File and Directory Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1222,File and Directory Permissions Modification,defense-evasion,"Linux,Windows,macOS","User,Administrator,SYSTEM,root",3
T1592.003,Firmware,reconnaissance,PRE,,1
T1495,Firmware Corruption,impact,"Linux,macOS,Windows","Administrator,root,SYSTEM",5
T1187,Forced Authentication,credential-access,Windows,User,4
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,Azure AD,Office 365,Google Workspace,IaaS",,4
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",User,4
T1553.001,Gatekeeper Bypass,defense-evasion,macOS,"User,Administrator",3
T1592,Gather Victim Host Information,reconnaissance,PRE,,1
T1589,Gather Victim Identity Information,reconnaissance,PRE,,1
T1590,Gather Victim Network Information,reconnaissance,PRE,,1
T1591,Gather Victim Org Information,reconnaissance,PRE,,1
T1558.001,Golden Ticket,credential-access,Windows,User,4
T1615,Group Policy Discovery,discovery,Windows,User,2
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,"Administrator,User",5
T1552.006,Group Policy Preferences,credential-access,Windows,User,4
T1027.006,HTML Smuggling,defense-evasion,"Windows,Linux,macOS",User,3
T1592.001,Hardware,reconnaissance,PRE,,1
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",,5
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows","User,Administrator",3
T1564.001,Hidden Files and Directories,defense-evasion,"Windows,macOS,Linux",User,3
T1564.002,Hidden Users,defense-evasion,"macOS,Windows","root,Administrator",3
T1564.003,Hidden Window,defense-evasion,"macOS,Windows",User,3
T1564,Hide Artifacts,defense-evasion,"Linux,macOS,Windows,Office 365",,3
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",,5
T1505.004,IIS Components,persistence,Windows,"Administrator,SYSTEM",3
T1590.005,IP Addresses,reconnaissance,PRE,,1
T1591.003,Identify Business Tempo,reconnaissance,PRE,,1
T1591.004,Identify Roles,reconnaissance,PRE,,1
T1546.012,Image File Execution Options Injection,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1562.003,Impair Command History Logging,defense-evasion,"Linux,macOS,Windows",User,3
T1562,Impair Defenses,defense-evasion,"Windows,Office 365,IaaS,Linux,macOS,Containers,Network","Administrator,User",3
T1525,Implant Internal Image,persistence,"IaaS,Containers",User,3
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux",,3
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",,3
T1070,Indicator Removal on Host,defense-evasion,"Linux,macOS,Windows,Containers",,3
T1202,Indirect Command Execution,defense-evasion,Windows,User,3
T1105,Ingress Tool Transfer,command-and-control,"Linux,macOS,Windows",User,4
T1490,Inhibit System Recovery,impact,"Windows,macOS,Linux","Administrator,root,SYSTEM,User",5
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows,Network","Administrator,SYSTEM,root,User",4
T1608.003,Install Digital Certificate,resource-development,PRE,,1
T1553.004,Install Root Certificate,defense-evasion,"Linux,macOS,Windows","Administrator,User",3
T1218.004,InstallUtil,defense-evasion,Windows,User,3
T1559,Inter-Process Communication,execution,"Windows,macOS","Administrator,User,SYSTEM",3
T1491.001,Internal Defacement,impact,"Linux,macOS,Windows",,5
T1090.001,Internal Proxy,command-and-control,"Linux,macOS,Windows",,4
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,Office 365,SaaS,Google Workspace",User,4
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS",User,2
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",,3
T1059.007,JavaScript,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM",3
T1001.001,Junk Data,command-and-control,"Linux,macOS,Windows",,4
T1558.003,Kerberoasting,credential-access,Windows,,4
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root,5
T1555.001,Keychain,credential-access,macOS,Administrator,4
T1056.001,Keylogging,"collection,credential-access","Windows,macOS,Linux,Network","Administrator,root,SYSTEM,User",4
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,User,5
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,User,4
T1003.004,LSA Secrets,credential-access,Windows,SYSTEM,4
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1003.001,LSASS Memory,credential-access,Windows,"Administrator,SYSTEM",4
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",User,4
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User",5
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator,5
T1569.001,Launchctl,execution,macOS,"User,root",3
T1608.005,Link Target,resource-development,PRE,,1
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux","User,root",3
T1136.001,Local Account,persistence,"Linux,macOS,Windows",Administrator,3
T1087.001,Local Account,discovery,"Linux,macOS,Windows",User,2
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,Containers","Administrator,User",5
T1074.001,Local Data Staging,collection,"Linux,macOS,Windows",,2
T1114.001,Local Email Collection,collection,Windows,User,2
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",User,2
T1547.015,Login Items,"persistence,privilege-escalation",macOS,User,5
T1037.002,Logon Script (Mac),"persistence,privilege-escalation",macOS,,5
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,,5
T1218.014,MMC,defense-evasion,Windows,"User,Administrator",3
T1127.001,MSBuild,defense-evasion,Windows,,3
T1071.003,Mail Protocols,command-and-control,"Linux,macOS,Windows",,4
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,"Administrator,User",5
T1204.002,Malicious File,execution,"Linux,macOS,Windows",User,3
T1204.003,Malicious Image,execution,"IaaS,Containers",User,3
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",User,3
T1587.001,Malware,resource-development,PRE,,1
T1588.001,Malware,resource-development,PRE,,1
T1553.005,Mark-of-the-Web Bypass,defense-evasion,Windows,User,3
T1036.004,Masquerade Task or Service,defense-evasion,"Windows,Linux,macOS","User,Administrator,SYSTEM",3
T1036,Masquerading,defense-evasion,"Linux,macOS,Windows,Containers",,3
T1036.005,Match Legitimate Name or Location,defense-evasion,"Linux,macOS,Windows,Containers",,3
T1218.013,Mavinject,defense-evasion,Windows,User,3
T1556,Modify Authentication Process,"credential-access,defense-evasion,persistence","Windows,Linux,macOS,Network",,4
T1578,Modify Cloud Compute Infrastructure,defense-evasion,IaaS,User,3
T1112,Modify Registry,defense-evasion,Windows,"User,Administrator,SYSTEM",3
T1601,Modify System Image,defense-evasion,Network,Administrator,3
T1218.005,Mshta,defense-evasion,Windows,User,3
T1218.007,Msiexec,defense-evasion,Windows,User,3
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows",,4
T1090.003,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows,Network",,4
T1003.003,NTDS,credential-access,Windows,Administrator,4
T1564.004,NTFS File Attributes,defense-evasion,Windows,,3
T1106,Native API,execution,"Windows,macOS,Linux",User,3
T1546.007,Netsh Helper DLL,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM",5
T1599.001,Network Address Translation Traversal,defense-evasion,Network,Administrator,3
T1599,Network Boundary Bridging,defense-evasion,Network,Administrator,3
T1498,Network Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",,5
T1556.004,Network Device Authentication,"credential-access,defense-evasion,persistence",Network,Administrator,4
T1059.008,Network Device CLI,execution,Network,"Administrator,User",3
T1602.002,Network Device Configuration Dump,collection,Network,Administrator,2
T1037.003,Network Logon Script,"persistence,privilege-escalation",Windows,,5
T1590.006,Network Security Appliances,reconnaissance,PRE,,1
T1046,Network Service Scanning,discovery,"Windows,IaaS,Linux,macOS,Containers","Administrator,SYSTEM,User",2
T1070.005,Network Share Connection Removal,defense-evasion,Windows,"Administrator,User",3
T1135,Network Share Discovery,discovery,"macOS,Windows,Linux",User,2
T1040,Network Sniffing,"credential-access,discovery","Linux,macOS,Windows,Network","Administrator,SYSTEM",4
T1590.004,Network Topology,reconnaissance,PRE,,1
T1590.003,Network Trust Dependencies,reconnaissance,PRE,,1
T1095,Non-Application Layer Protocol,command-and-control,"Windows,Linux,macOS,Network",,4
T1132.002,Non-Standard Encoding,command-and-control,"Linux,macOS,Windows",User,4
T1571,Non-Standard Port,command-and-control,"Linux,macOS,Windows",,4
T1003,OS Credential Dumping,credential-access,"Windows,Linux,macOS","Administrator,SYSTEM,root",4
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",,5
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",,3
T1588,Obtain Capabilities,resource-development,PRE,,1
T1218.008,Odbcconf,defense-evasion,Windows,User,3
T1137,Office Application Startup,persistence,"Windows,Office 365","User,Administrator",3
T1137.001,Office Template Macros,persistence,"Windows,Office 365","User,Administrator",3
T1137.002,Office Test,persistence,"Windows,Office 365","Administrator,User",3
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows",User,4
T1137.003,Outlook Forms,persistence,"Windows,Office 365","Administrator,User",3
T1137.004,Outlook Home Page,persistence,"Windows,Office 365","Administrator,User",3
T1137.005,Outlook Rules,persistence,"Windows,Office 365","Administrator,User",3
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,"User,Administrator",5
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,,4
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,,4
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Office 365,Azure AD",User,4
T1556.002,Password Filter DLL,"credential-access,defense-evasion,persistence",Windows,"Administrator,SYSTEM",4
T1110.001,Password Guessing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User,4
T1555.005,Password Managers,credential-access,"Linux,macOS,Windows",User,4
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS",User,2
T1110.003,Password Spraying,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User,4
T1601.001,Patch System Image,defense-evasion,Network,Administrator,3
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1574.008,Path Interception by Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User,SYSTEM",5
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,,5
T1120,Peripheral Device Discovery,discovery,"Windows,macOS","User,Administrator,SYSTEM",2
T1069,Permission Groups Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User,2
T1566,Phishing,initial-access,"Linux,macOS,Windows,SaaS,Office 365,Google Workspace",,5
T1598,Phishing for Information,reconnaissance,PRE,,1
T1547.011,Plist Modification,"persistence,privilege-escalation",macOS,"User,Administrator",5
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion,persistence","Linux,macOS",root,4
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User,4
T1547.010,Port Monitors,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator",5
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,User,5
T1059.001,PowerShell,execution,Windows,"User,Administrator",3
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,"User,Administrator",5
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Windows,Network","Administrator,SYSTEM",3
T1547.012,Print Processors,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM",5
T1552.004,Private Keys,credential-access,"Linux,macOS,Windows",User,4
T1003.007,Proc Filesystem,credential-access,Linux,root,4
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,,5
T1057,Process Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM",2
T1055.013,Process Doppelgänging,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM,User",5
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,User,5
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows",,5
T1001.003,Protocol Impersonation,command-and-control,"Linux,Windows,macOS",,4
